num_pers,nombre,tipo,barrio,calle,num_calle,telefono,cp,email,email2,sitio_web,observaciones,fecha
,COOPERADORA ESCUELA NUM. 448 PICHI PIUQUE,COOPERADORA,INMIGRANTES,"Domeq Garc&Iacutea 645, Inmigrantes (U9120)",645,(0280) 4451631,9120,esc448pc@yahoo.com.ar,,,1/02/2016,
,COOPERADORA ESCUELA NUM. 618 JUANA EVANGELISTA ADARO DE Z&AacuteRATE,COOPERADORA,CONSTITUCI&OacuteN,Estados &Aacuterabes,,(0280) 4427377,9100,escuela618@yahoo.com.ar,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM. 704 PREFECTURA NAVAL ARGENTINA,COOPERADORA,,"Warnes , Moreno- Km.3",,(0297)  4550528,9000,colegiobiomarina704@gmail.com,,,1/02/2016,1/02/2016
2617,COOPERADORA ESCUELA NUM. 710 HERMANA MAR&IacuteA SARA CARBAJAL,COOPERADORA,,Gobernador Galina,,(0280) 4451500,9120,colegio710@hotmail.com,,,1/02/2016,
,COOPERADORA ESCUELA NUM. 711 FEDERICO BRANDSEN,COOPERADORA,PUEYRREDON,San Francisco de As&Iacutes,834,(0297)  4461595/4461100,9000,colegio711@gmail.com,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM. 712 DON SANTIAGO ESTRADA,COOPERADORA,CENTRO,Avda. Gales,270,(0280) 4427580,9100,lasietedoce@yahoo.com.ar,,,1/02/2016,1/02/2016
2268,COOPERADORA ESCUELA NUM. 714 JULIO CORTAZAR,COOPERADORA,CENTRO,RAWSON,351,(0280)4426563,9100,colegio714@gmail.com,,,1/02/2016,1/02/2016
2270,COOPERADORA ESCUELA NUM. 718 LIBERTAD,COOPERADORA,,Avda. Moyano,2370,(0297) 4452059,9001,colegio718@gmail.com,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM. 722 PR&OacuteSPERO PALAZZO,COOPERADORA,PROSPERO PALAZZO,Juan Jos&Eacute Paso,2135,0297-4548070,9000,escuela722@gmail.com,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM. 725 ESCUELA AGROPECUARIA,COOPERADORA,,Ruta Nacional NUM. 26,,(0297) 4893184,9020,escuela725@coopsar.com.ar,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM. 751 DR. LUIS F. LELOIR,COOPERADORA,DEMOCRACIA,Ram&Oacuten y Cajal,350,(0280) 4427671,9100,colegio751@yahoo.com.ar,,,1/02/2016,1/02/2016
2720,COOPERADORA ESCUELA NUM. 752 RAQUEL CHATTAH DE BEC,COOPERADORA,CENTRO,Mitre 764,,( 0280) 4484112,9103,colegio752@yahoo.com.ar,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM. 769 CIUDAD DEL VIENTO,COOPERADORA,PUEYRREDON,San Francisco de As&Iacutes,834,(0297)  4461595,9000,esc769@gmail.com,,,1/02/2016,1/02/2016
,COOPERADORA ESTUDIOS EN CIENCIAS COMERCIALES,COOPERADORA,,ROBERTS,61,(0280) 4452999,9120,,,,,1/02/2016
,COOPERADORA INST. PATAG&OacuteNICO PARA EL DESARROLLO EMPRESARIAL (IPADE) NUM. 1812,COOPERADORA,CENTRO,9 DE JULIO,650,(0280) 4473344,9120,,,,,1/02/2016
,COOPERADORA INSTITUTO GOBERNADOR FONTANA,COOPERADORA,,Avda. San Mart&Iacuten,788,(0297) 4893099,9020,colegiofontana@hotmail.com,,,1/02/2016,1/02/2016
,COOPERADORA JARD&IacuteN NUM. 459 EL JARDIN DE GWENEIRA,COOPERADORA,3 DE ABRIL ,Los &Aacutelamos,171,(0280) 4496314,9103,eni459@hotmail.com,,,1/02/2016,1/02/2016
,COOPERADORA JARD&IacuteN NUM. 460 TUT&Uacute MARAMBA,COOPERADORA,,Patagonia,245,(0297) 4896260,9020,enitutumaramba460@hotmail.com,,,1/02/2016,1/02/2016
,INST. PATAG&OacuteNICO DE CIENCIAS SOCIALES NUM. 1819,COOPERADORA,CENTRO,MARCOS ZAR,345,(0280) 4452009,9120,,,,,1/02/2016
655,ASOCIACI&OacuteN COOPERADORA DE LA ESTACI&OacuteN EXPERIMENTAL AGROPECUARIA,COOPERADORA,,RUTA NACIONAL 28 KM 1480,,,9100,,,,,2/02/2016
,COOPERADORA COLEGIO NUM. 791,COOPERADORA,,Avda. Holdich,, (02945) 450189,9200,escuela791@gmail.com,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA DE NIVEL INICIAL NUM. 450,COOPERADORA,BADEN,Los &Aacutengeles,, (02945) 450132,9200,escuela450@hotmail.com.ar,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM.  1664 CACIQUE INACAYAL,COOPERADORA,CENTRO,Roca,272, (02945) 15516100/01/02,9200,caciqueinacayal@gmail.com,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA NUM.  205 REP&UacuteBLICA DE COSTA RICA,COOPERADORA,DON BOSCI,Alsina,1047, (02945) 451212,9200,costarica_205@hotmail.com,,,1/02/2016,1/02/2016
1603,COOPERADORA ESCUELA NUM. 701 FRANCISCO EDUARDO GILARDONI,COOPERADORA,GENERAL SAN MART&IacuteN,Owen Jones,790, (02945) 451393,9200,colegio701@gmail.com,,,1/02/2016,1/02/2016
2194,COOPERADORA ESCUELA NUM. 708 MALVINAS ARGENTINAS,COOPERADORA,GENERAL SAN MART&IacuteN,Owen Jones ,790, (02945) 452337,9200,colegio708malvinasargentinas@gmail.com,,,1/02/2016,1/02/2016
2720,COOPERADORA ESCUELA NUM. 713 JUAN ABDALA CHAYEP,COOPERADORA,,Alsina,2250, (02945) 451395,9200,colegio713@gmail.com,,,1/02/2016,1/02/2016
,COOPERADORA ESCUELA SALESIANA  CACIQUE INACAYAL ,COOPERADORA,CENTRO,Roca,272, (02945) 15516100/01/02,9200,caciqueinacayal@gmail.com,,,1/02/2016,1/02/2016
3936,AGRUPACI&OacuteN EX SOLDADOS CONSCRIPTOS NO RECONOCIDOS,DERECHOS HUMANOS,,ESTEBAN WILLIAMS,724,(0280)154564864/ 4455852,9120,,,www.facebook.com/groups/852249474811090/?fref=ts,,
4047,ASOCIACI&OacuteN CIVIL MAGDALENAS DE PUERTO MADRYN,DERECHOS HUMANOS,,LAS ARAUCARIAS,3976,,9120,,,www.facebook.com/MagdalenasTeatroDeLasOprimidasPuertoMadryn/?fref=ts,,
3713,ASOCIACI&OacuteN CONCIENCIA COLECTIVA,DERECHOS HUMANOS,,JOSE MARTINEZ,604,(0280) 154846901,9120,laura_lara032@hotmail.com,,www.facebook.com/concolectiva/?fref=ts,,
3369,ASOCIACI&OacuteN DE V&IacuteCTIMAS DE LA DELINCUENCIA DE PUERTO MADRYN,DERECHOS HUMANOS,,9 DE JULIO,170. of 2,(0280) 4453875,9120,asoc-victimasdelincuencia-pto-madryn@hotmail.com,,www.facebook.com/AsociacionVictimasDelincuenciaPuertoMadryn/?fref=ts,PERSONER&IacuteA JUR&IacuteDICA NUM. 3369,
1815,CASA DE LA MUJER,DERECHOS HUMANOS,,BARTOLOME MITRE,384,,9120,casadelamujerpm@gmail.com,,casadelamujerpm.blogspot.com.ar,PERSONERIA JURIDICA NUM. 1815,
1337,CENTRO DE EX SOLDADOS COMBATIENTES EN MALVINAS,DERECHOS HUMANOS,,PASAJE CHUBUT,255,(0280) 4428189 /(0280)4538057,9100,,,,,1/02/2016
1328,CENTRO DE VETERANOS DE GUERRA DE PUERTO MADRYN,DERECHOS HUMANOS,140 VIVIENDAS CASA 80,1 DE MARZO,585,0280 - 4471536 / 154607364,9120,cvgmadryn@hotmail.com,,,1328,1/02/2016
1380,CENTRO VETERANOS DE GUERRA COMODORO RIVADAVIA,DERECHOS HUMANOS,MAESTRO QUIROGA,REMENTERIA,2979,0297 - 4481148,9000,,,www.facebook.com/centrodeveteranosdeguerra.comodororivadavia,18/07/2016,1/07/2016
0,CHUBUT DIVERSA,DERECHOS HUMANOS,,BARTOLOME MITRE,384,(0280) 154400101,9120,lgbtmadryn@gmail.com,,chubut-diversx.blogspot.com.ar,,
837,CENTRO DE VETERANOS DE GUERRA    ,DERECHOS HUMANOS,,DON BOSCO,183,(0280) 154004612,9103,,,,,1/02/2016
3961,CENTRO DE EX SOLDADOS COMBATIENTES EN MALVINAS DE ESQUEL Y ZONA NOROESTE,DERECHOS HUMANOS,,MERMOUD,92,,9200,,,,2/02/2016,
2647,AGENCIA DE DESARROLLO PRODUCTIVO LOCAL,DESARROLLO PRODUCTIVO,,RAWSON,21,0280-154600591,9120,agenciadesarrollomadryn@gmail.com,,agenciadesarrollo.madryn.gov.ar,2647,
2960,ASOCIACI&OacuteN CIVIL 5 DE OCTUBRE,DESARROLLO PRODUCTIVO,,PASAJE PUIG,530,,9103,escuelacapacitacion5deoctubre@yahoo.com.ar,,,Personer&Iacutea Jur&Iacutedica NUM.: 2960. Presidente: Aldo Emilio Griffiths,1/02/2016
3517,ASOCIACI&OacuteN CIVIL FAMILIAS ASOCIADAS RAYENMAPU,DESARROLLO PRODUCTIVO,,BARRIO LA ISLA PARCELA 9,S/N,(0280) 154413361,9103,necosaez@hotmail.com,,,PERSONERIA JURIDICA NUM. 3517,1/02/2016
0,ASOCIACI&OacuteN DE PRODUCTORES CUYANOS,DESARROLLO PRODUCTIVO,,ANTONIO CALLASTEGUI,863,,9120,,,,,1/02/2016
3269,ASOCIACI&OacuteN DE PRODUCTORES DE LA RESERVA AGRICOLA FORESTAL,DESARROLLO PRODUCTIVO,,LAGO PUELO,1360,0280-154378981/ 154535623,9120,reservaagricolaforestal@hotmail.com,,www.facebook.com/Reserva-agricola-forestal-Puerto-Madryn-247209661987695/,3269,
2615,ASOCIACI&OacuteN QUILLAGUA (CONFECCI&OacuteN DE ROPA DE TRABAJO),DESARROLLO PRODUCTIVO,ROCA,COMODORO MARTIN RIVADAVIA,752,(0280) 4456239,9120,acoopquillagua@gmail.com,,www.facebook.com/quillaguatextiles/?fref=ts,PERSONERIA JURIDICA NUM. 2615,
3353,MARES DEL SUR,DESARROLLO PRODUCTIVO,,SIM&OacuteN DE ALCAZABA,77,0280-154396834,9120,laquinta.cuellar@gmail.com,agrupacionmaresdelsur@gmail.com,www.facebook.com/Mares-del-Sur-PerJur-NÂº3353-Consorcio-Productivo-641683402525890/,PERSONERIA JURIDICA NUM. 3353,
3672,PARQUE AGRO GANADERO TURISTICO ECOLOGICO PATAGONICO ,DESARROLLO PRODUCTIVO,,JOSE MENENDEZ,776,,9120,,,,,1/02/2016
3450,ASOCIACI&OacuteN DE PRODUCTORES AGROPECUARIOS Y AFINES LOS PIONEROS,DESARROLLO PRODUCTIVO,,PERITO MORENO,S/N,(02945) 15601342,92251,,,,,1/02/2016
2706,ASOCIACI&OacuteN DE PRODUCTORES DE EPUYEN,DESARROLLO PRODUCTIVO,,MOLINO MUNICIPAL,,,84312,,,,,2/02/2016
3012,ASOCIACI&OacuteN DE PRODUCTORES APICOLAS DE SARMIENTO,DESARROLLO PRODUCTIVO,,25 DE MAYO,644,,9020,,,,,2/02/2016
2925,ASOCIACI&OacuteN DE PRODUCTORES APICOLAS DEL VIRCH,DESARROLLO PRODUCTIVO,,RUTA 25 KM 1480,,,9100,,,,,2/02/2016
3378,PRODUCTORES VALLE DEL RIO ,DESARROLLO PRODUCTIVO,,AV. LAS LENGAS,S/N,02945 15690738,92011,vallecorcovado@gmail.com,,,,2/02/2016
3449,ASOCIACI&OacuteN DE PRODUCTORES MINIFUNDISTAS GANADEROS Y DE AGRICULTURA FAMILIAR,DESARROLLO PRODUCTIVO,,MONTENEGRO,S/N,,91211,,,,,2/02/2016
3488,ASOCIACI&OacuteN DE PRODUCTORES DE EL HOYO,DESARROLLO PRODUCTIVO,,LOTE 44,S/N,,84311,,,,,2/02/2016
3796,ASOCIACI&OacuteN CIVIL DE PEQUE&NtildeOS Y MEDIANOS PRODUCTORES DE GAN GAN CANTARO AZUL,DESARROLLO PRODUCTIVO,,,,(0280) 4427151,91211,,,,,2/02/2016
3840,ASOCIACI&OacuteN APICOLA DE LA COMARCA,DESARROLLO PRODUCTIVO,,PALADINO Y BENAVENTE,,,84312,,,,,2/02/2016
3831,ASOCIACI&OacuteN GUALJAINA DE PRODUCTORES AGROPECUARIOS,DESARROLLO PRODUCTIVO,,CARLOS COLEMIL Y SIMON ANTIECO,,,92017,,,,,2/02/2016
3824,ASOCIACI&OacuteN GANADEROS DE GASTRE,DESARROLLO PRODUCTIVO,,CALLE LONCO TAPIAL ,S/N,,91212,,,,,2/02/2016
3846,"VIENTOS DEL SUR ASOCIACI&OacuteN APICOLA, DE AGRICULTURA Y GANADERIA",DESARROLLO PRODUCTIVO,,ANTARTIDA ARGENTINA,596,,9103,,,,,2/02/2016
3549,AGENCIA DE DESARROLLO REGIONAL ESQUEL,DESARROLLO PRODUCTIVO,,ANT&AacuteRTIDA ARGENTINA,671,,9200,,,,2/02/2016,2/02/2016
3823,ASOCIACI&OacuteN DE PRODUCTORES DE AGROTURISMO DE ALTO R&IacuteO PERCY ,DESARROLLO PRODUCTIVO,,PARAJE ALTO RIO PERCY,S/N,,9200,,,,2/02/2016,2/02/2016
4164,ASOCIACI&OacuteN CIVIL PE&NtildeI LAMUEN PARA LA ECONOM&IacuteA,DESARROLLO PRODUCTIVO,,MIGUENS DEPTO D1,142,02945 15527938,9200,,,,2/02/2016,2/02/2016
3775,ASOCIACI&OacuteN CIVIL PAN Y ESPERANZA ESKEL,DESARROLLO PRODUCTIVO,,LIBERTAD  ,846,02945 15698358,9200,susilpacheco@gmail.com,,www.facebook.com/panyesperanza.eskel,17/05/2016,
3016,FUNDACI&OacuteN PROCAP. PROYECTO DE CAPACITACI&OacuteN PARA J&OacuteVENES,DESARROLLO PRODUCTIVO,QUIRNO COSTA,PROVIDENCIA,1318,(0297) 446-2683 ,9000,fundacionprocap@yahoo.com.ar,,,,3/02/2016
0,ASOCIACI&OacuteN CENTRAL DE PRODUCTORES VAMERCH,DESARROLLO PRODUCTIVO,,9 DE JULIO,391,,9100,,,,1/07/2016,11/07/2016
0,ASOCIACI&OacuteN CIVIL NORTESUR,DESARROLLO PRODUCTIVO,,ORELLANO,192,,9103,anortesur@hotmail.com,,www.facebook.com/nortesur.rawson?fref=ts,1/07/2016,
2175,ASOCIACI&OacuteN COMODORO RIVADAVIA DE ARTESANOS AUNIDOS (ACRAU),DESARROLLO PRODUCTIVO,,RIVADAVIA Y 9 DE JULIO,S/N,,9000,,,,1/07/2016,11/07/2016
2946,ASOCIACI&OacuteN DE APICULTORES DE DOLAVON,DESARROLLO PRODUCTIVO,,28 DE JULIO,20,,91072,,,,1/07/2016,11/07/2016
3286,ASOCIACI&OacuteN DE ARTESANOS Y PRODUCTORES DE LA COMARCA PENINSULA VALDEZ,DESARROLLO PRODUCTIVO,,LAPORTE,7,0280 154325311,9103,,,,01/07/2016 No se re&uacutenen m&aacutes. Sin actividad.,
2081,ASOCIACI&OacuteN DE PRODUCTORES AGROPECUARIOS DEL VALLE MEDIO DEL RIO CHUBUT (VAMERCH),DESARROLLO PRODUCTIVO,,PASO DE INDIOS,S/N,,92072,parimol@chubut.inta.gov.ar,,,1/07/2016,11/07/2016
1881,ASOCIACI&OacuteN LOS ANDES DE PRODUCTORES AGROPECUARIOS,DESARROLLO PRODUCTIVO,,LAPRIDA S/N,S/N,,9203,alapa@ciudad.com.ar,,,01/07/2016 (02945) 480556 es el telef&oacuteno de Juzgado de Faltas,
967,ASOCIACI&OacuteN PRODUCTORES DE TREORKY,DESARROLLO PRODUCTIVO,,PASAJE CATAMARCA,248,,9105,,,,6/07/2016,11/07/2016
0,FEDERACI&OacuteN DE SOCIEDADES RURALES DE LA PROVINCIA DEL CHUBUT,DESARROLLO PRODUCTIVO,,EDISON,175,0280 4420921,9000,srvchu@infovia.com.ar,,,6/07/2016,11/07/2016
3657,EXPO TREVELIN,DESARROLLO PRODUCTIVO,,SAN MARTIN,329,(02945) 15525865/ 15696681,9203,expoferiatrevelin@hotmail.com,,,6/07/2016,11/07/2016
0,FEDERACI&OacuteN MICROEMPRESARIOS DEL CHUBUT,DESARROLLO PRODUCTIVO,,RIVADAVIA,452,,9103,,,,6/07/2016,11/07/2016
0,FEDERACION PATAGONICA DE PESCA,DESARROLLO PRODUCTIVO,COMERCIO 47 VIVI.,,12,,9000,,,,6/07/2016,11/07/2016
2090,FUNDACI&OacuteN DE MICROEMPRESARIOS DE LA ZONA DE COMODORO RIVADAVIA,DESARROLLO PRODUCTIVO,,PELLEGRINI Y RIVADAVIA,S/N,,9000,,,,6/07/2016,11/07/2016
3476,ASOCIACI&OacuteN DE APICULTORES DE LA COMARCA LOS ALERCES,DESARROLLO PRODUCTIVO,,KM 5 RUTA 259,,,9200,,,,6/07/2016,11/07/2016
NO,"AGRUPACI&OacuteN SOCIAL, CULTURAL Y RELIGIOSA AFRICANISTA Y UMBANDISTA",ENTIDAD RELIGIOSA,CORRADI,ONETO,191,(0280) 446435 / 154363862,9100,cab77@live.com.ar,,www.mrecic.gov.ar/es/registro-nacional-de-cultos,01-feb,1/02/2016
NO,ASAMBLEA DE DIOS,ENTIDAD RELIGIOSA,,QUIROGA,231,0297-4479 004/ 156243771,9000,fuenvida77@hotmail.com,,,,3/02/2016
0,ASOCIACI&OacuteN CIVIL MAR&IacuteA AUXILIADORA DE LA PATAGONIA,ENTIDAD RELIGIOSA,CORRADI,ECUADOR,2308,(0280) 4446138,9100,paojorquera@gmail.com,,www.hmaabb.org,01-feb,1/02/2016
3857,ASOCIACI&OacuteN CIVIL MINISTERIO EVANG&EacuteLICO FUTURO GLORIOSO,ENTIDAD RELIGIOSA,,MANUEL GARC&IacuteA,686,(0280) 4575976,9120,,,,,1/02/2016
42,ASOCIACI&OacuteN CRISTIANA DE MUJERES,ENTIDAD RELIGIOSA,,AUTOMOVIL CLUB ARGENTINO,2450, (0297)154044063 / 4453304,9001,,,,,3/02/2016
3755,ASOCIACI&OacuteN DE INTEGRACI&OacuteN UNI&OacuteN DE LAS TRADICIONES DE CULTURA Y CULTOS AFRO-BRASILEROS Y AMERINDIO  AIUT-CAB  ARGENTINA,ENTIDAD RELIGIOSA,CORRADI,ONETO,191,(0280) 446435,9100,,,www.facebook.com/AIUT-CAB-ARGENTINA-264006863616019/,01-feb,1/02/2016
NO,CASA DE RECONCILIACION,ENTIDAD RELIGIOSA,,ARTIGAS,795,0297-4478923/ 154311077,9000,relafuente@hotmail.com,,,,3/02/2016
0,CENTRO CRISTIANO ESPERANZA,ENTIDAD RELIGIOSA,PARRY MADRYN,YRIGOYEN,651,0280 4450547/ 154603572,9120,oviedo@ccesperanza.org,susanaoviedo@ccesperanza.org,www.ccesperanza.org,,1/02/2016
NO,CENTRO FAMILIAR CRISTIANO DE PUERTO MADRYN,ENTIDAD RELIGIOSA,,GOBERNADOR MAIZ,355,(0280) 4472538/  154197435,9120,,,,,1/02/2016
0,CENTRO LUZ DE VIDA,ENTIDAD RELIGIOSA,,JUAN JOSE PASO,1642,0297-4548941/ 154183459,9000,,,,,1/02/2016
1980,CONSEJO DE PASTORES Y L&IacuteDERES EVANG&EacuteLICOS,ENTIDAD RELIGIOSA,,AV JUAN MUZZIO Y GOBERNADOR FONTANA,S/N,(0280) 154201505 ,9120,,,,1980,
1920,CONSEJO PASTORAL DE IGLESIAS EVANG&EacuteLICAS DE RAWSON,ENTIDAD RELIGIOSA,SAN RAMON,SARMIENTO,S/N,(0280) 4657919,9103,,,,,1/07/2016
3685,FUNDACI&OacuteN CEMI CENTRO DE LA MISERICORDIA,ENTIDAD RELIGIOSA,,FONTANA Y ESPORA,S/N,(0280) 4455986 - 154571593,9120,cemi_madryn@hotmail.com,,,,1/02/2016
,IGLESIA ASAMBLEA CRISTIANA EN SAN RAFAEL,ENTIDAD RELIGIOSA,,ALBARRACIN Y MENDOZA,,0280-154-569532,9120,tallerhernandezmadryn@yahoo.com.ar,,,,1/02/2016
3974,FUNDACI&OacuteN OINTERNACIONAL CIELOS ABIERTOS,ENTIDAD RELIGIOSA,,RIVADAVIA,650,0297 155274860,9000,,,,,1/07/2016
NO,IGLESIA CRISTIANA GENTE DE FE,ENTIDAD RELIGIOSA,,MENDOZA,950,0280- 4454343/ 154363357,9120,aldoysilviagentedefe@yahoo.com.ar,,,,1/02/2016
0,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS &UacuteLTIMOS D&IacuteAS,ENTIDAD RELIGIOSA,ROCA,TROPEROS PATAG&OacuteNICOS,S/N,(0280) 4457849,9120,danihofsetz@gmail.com,,,,
0,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS &UacuteLTIMOS D&IacuteAS I,ENTIDAD RELIGIOSA,,9 DE JULIO,582,,9120,,,,,1/02/2016
0,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS &UacuteLTIMOS D&IacuteAS II,ENTIDAD RELIGIOSA,,AV. DEL TRABAJO Y PEDRO DERBES,S/N,,9120,,,,,
0,IGLESIA EJ&EacuteRCITO EVANG&EacuteLICO,ENTIDAD RELIGIOSA,,GASTRE,1763,,9120,,,,,1/02/2016
3041,IGLESIA EVANG&EacuteLICA DEL NAZARENO,ENTIDAD RELIGIOSA,,CONESA,264,(0280) 4482532/2966634013,9103,iglesiadelnazareno-rawson@outlook.com,berden88@hotmail.com,www.facebook.com/profile.php?id=100009039240184,,
NO,IGLESIA EVANG&EacuteLICA LUTHERANA ARGENTINA,ENTIDAD RELIGIOSA,,GOBERNADOR MAIZ,435,(0280) 4471149 / (0280) 4700014,9120,hugogies@hotmail.com,ielapuertomadryn@gmail.com,www.facebook.com/Iglesia-Luterana-258338364349257/,,
0,IGLESIA EVANG&EacuteLICA M.E.D.E.A,ENTIDAD RELIGIOSA,,SAN JUAN,821,(0280) 154344919/ 4474891,9120,,,www.facebook.com/Jovenes-Medea-Puerto-Madryn-1492924670979110/?fref=nf,,
0,IGLESIA EVANG&EacuteLICA MISI&OacuteN APOST&OacuteLICA PENTECOSTAL,ENTIDAD RELIGIOSA,PORVENIR,BAHIA SIN FONDO,73,(0280) 4457526,9120,,,,,1/02/2016
0,IGLESIA EVANG&EacuteLICA MISI&OacuteN INTERNACIONAL,ENTIDAD RELIGIOSA,,ESPA&NtildeA,S/N,0280-154626440,9120,luisjunior73@live.com.ar,,,,
2863,IGLESIA EVANGELICA MISIONERA PENTECOSTAL VOZ DE LAS NACIONES,ENTIDAD RELIGIOSA,,JOSE MARIA REY,745,0280-154404970/ 154607364,9120,ministeriovozalasnaciones@hotmail.com,,,PERSONERIA JURIDICA NUM. 2863,1/02/2016
37567,IGLESIA EVANG&EacuteLICA UNI&OacuteN DE LAS ASAMBLEAS DE DIOS,ENTIDAD RELIGIOSA,,GOBERNADOR MAIZ,355,0280 4472538,9120,cfcmadryn@hotmail.com,,www.centrofamiliarcristianomadryn.com,,1/02/2016
138/76,IGLESIA EVANG&EacuteLICA UNI&OacuteN PENTECOSTAL,ENTIDAD RELIGIOSA,,SAN LUIS Y MORENO,970,0280 4451823/ 154557422,9120,,,,,1/02/2016
NO,IGLESIA EXPLORADORES DEL REY,ENTIDAD RELIGIOSA,,GOBERNADOR MAIZ,355,0280-154673122,9120,v.reyes@collportservice.com.ar,,,,1/02/2016
0,IGLESIA MOVIMIENTO CRISTIANO Y MISIONERO  EL GET SEMANI ,ENTIDAD RELIGIOSA,GOBERNADOR FONTANA,ESPA&NtildeA,1260,0280 4451834 / 444563,9120,,,,,1/02/2016
0,IGLESIA PENTECOSTAL NACIENTE,ENTIDAD RELIGIOSA,GUEMES,JUAN MUZIO MANZANA 342. LOTE 9,S/N,(0280) 4450089/ 154535559,9120,,,ipnpuertomadryn.blogspot.com,,
20,IGLESIA REFORMADA,ENTIDAD RELIGIOSA,,RIVADAVIA,730,,9000,,,www.facebook.com/groups/193644394010530/?fref=ts,,
2898,INSTITUTO CULTURAL SOCIAL SOLIDARIO MISIONEROS DEL EVANGELIO,ENTIDAD RELIGIOSA,,FRANCISCO SEGUI,1393,0297 - 4451879,9001,,,,,3/02/2016
NO,LIGA DAMAS LUTHERANAS FEBE,ENTIDAD RELIGIOSA,,GOBERNADOR MAIZ,435,0280- 154605185,9120,ligafebe@gmail.com,,,,1/02/2016
590,METODISTA PENTECOSTAL ARGENTINA,ENTIDAD RELIGIOSA,,AV JUAN XXIII,2785,0297-154364467,9000,intajl@hotmail.com,,,,3/02/2016
0,MINISTERIO ECOS DE BENDICI&OacuteN,ENTIDAD RELIGIOSA,,SIM&OacuteN DE ALCAZABA Y FURLANETTO,S/N,,9120,,,www.facebook.com/pages/Ministerio-Ecos-De-Bendici%C3%B3n/454474947965204,,1/02/2016
NO,MINISTERIO INTERNACIONAL CASA DE ORACI&OacuteN,ENTIDAD RELIGIOSA,KM 5,SEGUROLA,359,0297- 154309276,9000,gonzalezcarlosalberto@live.com,,,,3/02/2016
NO,MOVIMIENTO CRISTIANO Y MISIONERO,ENTIDAD RELIGIOSA,,"FRANCISCO BEHR
",1770,"0297- 154309276
",9000,"gonzalezcarlosalberto@live.com
",,,,
0,MOVIMIENTO CRISTIANO Y MISIONERO,ENTIDAD RELIGIOSA,,CAYELLI,1664,(0297) 460326/ 154165636/ 156231929,9000,jorgealbertomansilla@yahoo.com,,,,
3908,ROCA ETERNA ASOCIACI&OacuteN CIVIL ,ENTIDAD RELIGIOSA,,URQUIZA,554,0297 4479794/ 154771042,9000,,,,,3/02/2016
NO,TEMPLO CACIQUE TUP&Iacute AXE ILEOBALUAIE Y OIA,ENTIDAD RELIGIOSA,CORRADI,ONETO,191,(0280) 4446435 - (0280) 154363862,9100,cab77@live.com.ar,,,01-feb,1/02/2016
NO,UNION CRISTIANA EN ARGENTINA,ENTIDAD RELIGIOSA,,PASAJE PEATONAL,3586,0297- 4441003/ 156248368,9000,,,,,3/02/2016
NO,UNI&OacuteN DE LAS ASAMBLEAS DE DIOS (USAD),ENTIDAD RELIGIOSA,,RIVADAVIA,3325,0297 - 4461652,9000,marioisavalos@hotmail.com,,,,3/02/2016
,UNION EVANGELICA SHALOM,ENTIDAD RELIGIOSA,,VALPARAISO,840,0297-4560150/ 154146767,9000,iglesia-shalomcr@yahoo.com.ar,,,,3/02/2016
2320,SOLO CRISTO SALVA,ENTIDAD RELIGIOSA,,FITZ ROY   ,538,,9100,,,,,2/02/2016
2802,CENTRO DE ADOCTRINAMIENTO Y DESARROLLO ESPIRITISTA CRISTIANO,ENTIDAD RELIGIOSA,,SARGENTO CABRAL,1867,,9100,,,,,2/02/2016
3433,FUNDACI&OacuteN PALABRA DE VIDA,ENTIDAD RELIGIOSA,,MUSTERS ,657,,9103,,,,,2/02/2016
652,ASOCIACI&OacuteN CIVIL CENTRO CRISTIANO DE EDUCACI&OacuteN Y DIFUSI&OacuteN,ENTIDAD RELIGIOSA,MEDRANO MORELLI,VOLTA,766,02945-450661,9200,,,,17/05/2016,
2990,IGLESIA EVANG&EacuteLICA RESTAURACI&OacuteN 2000 CORDILLERANA,ENTIDAD RELIGIOSA,,AMAYA,1350,(02945) 526798,9200,,,,sin datos,1/07/2016
4096,MINISTERIO CAUDAL DE FE ASOCIACI&OacuteN CIVIL,ENTIDAD RELIGIOSA,,ROBERTS,1860,,9200,,,,2/02/2016,2/02/2016
2412,ASOCIACI&OacuteN DE SCOUTS CRISTO REY,ENTIDAD RELIGIOSA,,BROWN ,280,(0297) 154398267/ 4451227,9001,gscristorey@yahoo.com.ar,,www.scouts.org.ar,,3/02/2016
NO,IGLESIA TIEMPO DE PACTO,ENTIDAD RELIGIOSA,PUEYRREDON,COSME LAVALLE ,2735,( 297) 154259790 / 4484470,9000,paolakarin26@hotmail.com,,,,3/02/2016
